timestamp,equity
2025-12-06T13:22:10.361923+00:00,5000.0
2025-12-06T13:23:10.982565+00:00,5000.0
2025-12-06T13:34:18.726075+00:00,5000.0
2025-12-06T13:34:34.348949+00:00,5000.0
2025-12-06T13:34:49.621728+00:00,5000.0
2025-12-06T13:35:05.241599+00:00,5000.0
2025-12-06T13:35:20.867282+00:00,5000.0
2025-12-06T13:35:44.931918+00:00,5000.0
2025-12-06T13:35:45.982687+00:00,5000.0
2025-12-06T13:35:47.177195+00:00,5000.0
2025-12-06T13:35:48.957151+00:00,5000.0
2025-12-06T13:35:50.007938+00:00,5000.0
2025-12-06T13:37:03.774816+00:00,5000.0
2025-12-06T13:37:04.835427+00:00,5000.0
2025-12-06T13:37:06.622998+00:00,5000.0
2025-12-06T13:37:07.669555+00:00,5000.0
2025-12-06T13:37:08.859069+00:00,5000.0
2025-12-06T13:37:10.640976+00:00,5000.0
2025-12-06T13:37:11.680394+00:00,5000.0
2025-12-06T13:37:12.884312+00:00,5000.0
2025-12-06T13:37:14.654913+00:00,5000.0
2025-12-06T13:37:15.693993+00:00,5000.0
2025-12-06T13:37:16.894757+00:00,5000.0
2025-12-06T13:37:18.312138+00:00,5000.0
2025-12-06T13:37:19.355530+00:00,5000.0
2025-12-06T13:37:20.567170+00:00,5000.0
2025-12-06T13:37:21.969748+00:00,5000.0
2025-12-06T13:37:23.013284+00:00,5000.0
2025-12-06T13:37:24.231724+00:00,5000.0
2025-12-06T13:37:25.625869+00:00,5000.0
2025-12-06T13:37:26.684851+00:00,5000.0
2025-12-06T13:37:27.865299+00:00,5000.0
2025-12-06T13:37:29.679228+00:00,5000.0
2025-12-06T13:37:30.720394+00:00,5000.0
2025-12-06T13:37:32.536212+00:00,5000.0
2025-12-06T13:37:33.575965+00:00,5000.0
2025-12-06T13:37:34.773752+00:00,5000.0
2025-12-06T13:37:36.550233+00:00,5000.0
2025-12-06T13:37:37.588912+00:00,5000.0
2025-12-06T13:37:38.809431+00:00,5000.0
2025-12-06T13:37:40.572417+00:00,5000.0
2025-12-06T13:37:41.625087+00:00,5000.0
2025-12-06T13:37:42.844773+00:00,5000.0
2025-12-06T13:37:44.582834+00:00,5000.0
2025-12-06T13:37:45.629904+00:00,5000.0
2025-12-06T13:37:46.839515+00:00,5000.0
2025-12-06T13:37:48.244352+00:00,5000.0
2025-12-06T13:37:49.290986+00:00,5000.0
2025-12-06T13:37:50.483198+00:00,5000.0
2025-12-06T13:37:51.894535+00:00,5000.0
2025-12-06T13:37:52.930779+00:00,5000.0
2025-12-06T13:37:54.348106+00:00,5000.0
2025-12-06T13:37:55.390607+00:00,5000.0
2025-12-06T13:37:56.622477+00:00,5000.0
2025-12-06T13:37:57.995741+00:00,5000.0
2025-12-06T13:37:59.033175+00:00,5000.0
2025-12-06T13:38:00.231859+00:00,5000.0
2025-12-06T13:38:02.005490+00:00,5000.0
2025-12-06T13:38:03.047242+00:00,5000.0
2025-12-06T13:38:04.254881+00:00,5000.0
2025-12-06T13:38:05.657315+00:00,5000.0
2025-12-06T13:38:06.732607+00:00,5000.0
2025-12-06T13:38:08.546816+00:00,5000.0
2025-12-06T13:38:09.590824+00:00,5000.0
2025-12-06T13:38:10.786465+00:00,5000.0
2025-12-06T13:38:12.556444+00:00,5000.0
2025-12-06T13:38:13.592951+00:00,5000.0
2025-12-06T13:38:14.795154+00:00,5000.0
2025-12-06T13:38:16.220428+00:00,5000.0
2025-12-06T13:38:17.261170+00:00,5000.0
2025-12-06T13:38:18.462960+00:00,5000.0
2025-12-06T13:38:20.265743+00:00,5000.0
2025-12-06T13:38:21.307013+00:00,5000.0
2025-12-06T13:38:22.510768+00:00,5000.0
2025-12-06T13:38:24.349118+00:00,5000.0
2025-12-06T13:38:25.395244+00:00,5000.0
2025-12-06T13:38:26.592718+00:00,5000.0
2025-12-06T13:38:28.362703+00:00,5000.0
2025-12-06T13:38:29.409794+00:00,5000.0
2025-12-06T13:38:30.615947+00:00,5000.0
2025-12-06T13:38:32.389009+00:00,5000.0
2025-12-06T13:38:33.438648+00:00,5000.0
2025-12-06T13:38:34.634156+00:00,5000.0
2025-12-06T13:38:36.047148+00:00,5000.0
2025-12-06T13:38:37.126161+00:00,5000.0
2025-12-06T13:38:38.290565+00:00,5000.0
2025-12-06T13:38:40.130332+00:00,5000.0
2025-12-06T13:38:41.179594+00:00,5000.0
2025-12-06T13:38:42.368165+00:00,5000.0
2025-12-06T13:38:44.162647+00:00,5000.0
2025-12-06T13:38:45.203645+00:00,5000.0
2025-12-06T13:38:46.410770+00:00,5000.0
2025-12-06T13:39:17.616581+00:00,5000.0
2025-12-06T13:39:18.621444+00:00,5000.0
2025-12-06T13:39:19.626176+00:00,5000.0
2025-12-06T13:39:20.631915+00:00,5000.0
2025-12-06T13:39:21.636541+00:00,5000.0
2025-12-06T13:39:22.645224+00:00,5000.0
2025-12-06T13:39:23.651573+00:00,5000.0
2025-12-06T13:39:24.659831+00:00,5000.0
2025-12-06T13:39:25.665122+00:00,5000.0
2025-12-06T13:39:26.670058+00:00,5000.0
2025-12-06T13:39:27.678391+00:00,5000.0
2025-12-06T13:39:28.686740+00:00,5000.0
2025-12-06T13:39:29.695651+00:00,5000.0
2025-12-06T13:39:30.700866+00:00,5000.0
2025-12-06T13:39:31.706054+00:00,5000.0
2025-12-06T13:39:32.711968+00:00,5000.0
2025-12-06T13:39:33.718255+00:00,5000.0
2025-12-06T13:39:34.723824+00:00,5000.0
2025-12-06T13:39:35.729243+00:00,5000.0
2025-12-06T13:39:36.735635+00:00,5000.0
2025-12-06T13:39:37.740800+00:00,5000.0
2025-12-06T13:39:38.746282+00:00,5000.0
2025-12-06T13:39:39.750746+00:00,5000.0
2025-12-06T13:39:40.756135+00:00,5000.0
2025-12-06T13:39:41.761116+00:00,5000.0
2025-12-06T13:39:42.766183+00:00,5000.0
2025-12-06T13:39:43.771097+00:00,5000.0
2025-12-06T13:39:44.776717+00:00,5000.0
2025-12-06T13:39:45.781784+00:00,5000.0
2025-12-06T13:39:46.786984+00:00,5000.0
2025-12-06T13:39:47.792677+00:00,5000.0
2025-12-06T13:39:48.797837+00:00,5000.0
2025-12-06T13:39:49.802793+00:00,5000.0
2025-12-06T13:39:50.807727+00:00,5000.0
2025-12-06T13:39:51.812797+00:00,5000.0
2025-12-06T13:39:52.818408+00:00,5000.0
2025-12-06T13:39:53.823316+00:00,5000.0
2025-12-06T13:39:54.828822+00:00,5000.0
2025-12-06T13:39:55.833902+00:00,5000.0
2025-12-06T13:39:56.838961+00:00,5000.0
2025-12-06T13:39:57.843912+00:00,5000.0
2025-12-06T13:39:58.849108+00:00,5000.0
2025-12-06T13:39:59.854022+00:00,5000.0
2025-12-06T13:40:00.858660+00:00,5000.0
2025-12-06T13:40:01.864190+00:00,5000.0
2025-12-06T13:40:02.870385+00:00,5000.0
2025-12-06T13:40:03.875660+00:00,5000.0
2025-12-06T13:40:04.880738+00:00,5000.0
2025-12-06T13:40:05.886235+00:00,5000.0
2025-12-06T13:40:06.892170+00:00,5000.0
2025-12-06T13:40:07.896991+00:00,5000.0
2025-12-06T13:40:08.902070+00:00,5000.0
2025-12-06T13:40:09.907251+00:00,5000.0
2025-12-06T13:40:10.913279+00:00,5000.0
2025-12-06T13:40:11.919763+00:00,5000.0
2025-12-06T13:40:12.926088+00:00,5000.0
2025-12-06T13:40:13.931152+00:00,5000.0
2025-12-06T13:40:14.938586+00:00,5000.0
2025-12-06T13:40:15.944236+00:00,5000.0
2025-12-06T13:40:16.949868+00:00,5000.0
2025-12-06T13:40:17.954842+00:00,5000.0
2025-12-06T13:40:18.960640+00:00,5000.0
2025-12-06T13:40:19.966380+00:00,5000.0
2025-12-06T13:40:20.971521+00:00,5000.0
2025-12-06T13:40:21.976881+00:00,5000.0
2025-12-06T13:40:22.982179+00:00,5000.0
2025-12-06T13:40:23.987760+00:00,5000.0
2025-12-06T13:40:24.993780+00:00,5000.0
2025-12-06T13:40:25.998663+00:00,5000.0
2025-12-06T13:40:27.004023+00:00,5000.0
2025-12-06T13:40:28.010016+00:00,5000.0
2025-12-06T13:40:29.014140+00:00,5000.0
2025-12-06T13:40:30.019576+00:00,5000.0
2025-12-06T13:40:31.026694+00:00,5000.0
2025-12-06T13:40:32.031697+00:00,5000.0
2025-12-06T13:40:33.036630+00:00,5000.0
2025-12-06T13:40:34.042054+00:00,5000.0
2025-12-06T13:40:35.049019+00:00,5000.0
2025-12-06T13:40:36.054700+00:00,5000.0
2025-12-06T13:40:37.060207+00:00,5000.0
2025-12-06T13:40:38.065201+00:00,5000.0
2025-12-06T13:40:39.070532+00:00,5000.0
2025-12-06T13:40:40.075470+00:00,5000.0
2025-12-06T13:40:41.080591+00:00,5000.0
2025-12-06T13:40:42.088238+00:00,5000.0
2025-12-06T13:40:43.093512+00:00,5000.0
2025-12-06T13:40:44.103099+00:00,5000.0
2025-12-06T13:40:45.110621+00:00,5000.0
2025-12-06T13:40:46.119852+00:00,5000.0
2025-12-06T13:40:47.125611+00:00,5000.0
2025-12-06T13:40:48.130698+00:00,5000.0
2025-12-06T13:40:49.137840+00:00,5000.0
2025-12-06T13:40:50.147013+00:00,5000.0
2025-12-06T13:40:51.156125+00:00,5000.0
2025-12-06T13:40:52.164661+00:00,5000.0
2025-12-06T13:40:53.169872+00:00,5000.0
2025-12-06T13:40:54.178168+00:00,5000.0
2025-12-06T13:40:55.187845+00:00,5000.0
2025-12-06T13:40:56.197402+00:00,5000.0
2025-12-06T13:40:57.207563+00:00,5000.0
2025-12-06T13:40:58.216806+00:00,5000.0
2025-12-06T13:40:59.226421+00:00,5000.0
2025-12-06T13:41:00.235176+00:00,5000.0
2025-12-06T13:41:01.246256+00:00,5000.0
2025-12-06T13:41:02.252651+00:00,5000.0
2025-12-06T13:41:03.261876+00:00,5000.0
2025-12-06T13:41:04.269190+00:00,5000.0
2025-12-06T13:41:05.278390+00:00,5000.0
2025-12-06T13:41:06.288161+00:00,5000.0
2025-12-06T13:41:07.297944+00:00,5000.0
2025-12-06T13:41:08.307744+00:00,5000.0
2025-12-06T13:41:09.316167+00:00,5000.0
2025-12-06T13:41:10.323392+00:00,5000.0
2025-12-06T13:41:11.332156+00:00,5000.0
2025-12-06T13:41:12.341182+00:00,5000.0
2025-12-06T13:41:13.348456+00:00,5000.0
2025-12-06T13:41:14.356857+00:00,5000.0
2025-12-06T13:41:15.364615+00:00,5000.0
2025-12-06T13:41:16.372797+00:00,5000.0
2025-12-06T13:41:17.380836+00:00,5000.0
2025-12-06T13:41:18.389959+00:00,5000.0
2025-12-06T13:41:19.399024+00:00,5000.0
2025-12-06T13:41:20.410133+00:00,5000.0
2025-12-06T13:41:21.421914+00:00,5000.0
2025-12-06T13:41:22.431433+00:00,5000.0
2025-12-06T13:41:23.437316+00:00,5000.0
2025-12-06T13:41:24.442613+00:00,5000.0
2025-12-06T13:41:25.447819+00:00,5000.0
2025-12-06T13:41:26.455038+00:00,5000.0
2025-12-06T13:41:27.464495+00:00,5000.0
2025-12-06T13:41:28.470369+00:00,5000.0
2025-12-06T13:41:29.478461+00:00,5000.0
2025-12-06T13:41:30.485777+00:00,5000.0
2025-12-06T13:41:31.497903+00:00,5000.0
2025-12-06T13:41:32.504111+00:00,5000.0
2025-12-06T13:41:33.511055+00:00,5000.0
2025-12-06T13:41:34.518487+00:00,5000.0
2025-12-06T13:41:35.527801+00:00,5000.0
2025-12-06T13:41:36.533667+00:00,5000.0
2025-12-06T13:41:37.540232+00:00,5000.0
